"","departamento","anio","proy","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","acr_tecp","acr_tecn","acr_univ","acr_espe","acr_maes","acr_doct","cobertura","gra_tecp","gra_tecn","gra_univ","gra_espe","gra_maes","gra_doct","oficial","privada"
"1","AMAZONAS",2010,72017," 53","  0","  0","  2","  7"," 44","  0","  0","  0","  0","  0","  8","  4","  4","  7","  5","  0","  1","  1","  0","  0","  0"," 73"," 47","  0"," 26"," 40","  0","  0"," 18","  2"," 20"," 27"," 18","  7","  2","158"," 80","  1"," 49"," 16"," 10","  1","  1","366"," 16","382",0,4,19,0,0,0,0.133,0,0,1,3,13,0,1.029,117
"2","AMAZONAS",2011,72858," 50","  0","  1","  2","  7"," 40","  0","  0","  0","  0","  0","  9","  4","  5","  7","  5","  0","  1","  1","  0","  0","  0"," 80"," 52","  0"," 28"," 42","  0","  0"," 19","  2"," 21"," 28"," 19","  7","  2","173"," 87","  1"," 53"," 18"," 12","  1","  1","389"," 20","409",0,1,57,9,27,0,0.114,11,107,21,18,12,0,869,157
"3","AMAZONAS",2012,73699," 51","  0","  0","  2","  8"," 41","  0","  0","  0","  0","  0","  9","  4","  5","  7","  5","  0","  1","  1","  0","  0","  0"," 88"," 54","  0"," 34"," 42","  0","  1"," 18","  2"," 21"," 33"," 23","  8","  2","191"," 96","  1"," 58"," 21"," 13","  1","  1","421"," 22","443",0,0,65,4,27,0,0.103,53,56,22,3,5,0,833,80
"4","AMAZONAS",2013,74541," 52","  0","  0","  2"," 10"," 40","  0","  0","  0","  0","  0"," 10","  5","  5","  7","  5","  0","  1","  1","  0","  0","  0"," 96"," 60","  0"," 36"," 44","  0","  0"," 19","  2"," 23"," 34"," 24","  8","  2","210","106","  1"," 65"," 24"," 12","  1","  1","453"," 24","477",50,1,74,2,17,3,0.083,51,35,35,5,11,0,512,221
"5","AMAZONAS",2014,75388," 61","  0","  0","  2","  9"," 50","  0","  0","  0","  0","  0"," 10","  5","  5","  7","  5","  0","  1","  1","  0","  0","  0","100"," 62","  0"," 38"," 50","  0","  0"," 22","  3"," 25"," 38"," 26"," 10","  2","229","116","  1"," 69"," 28"," 13","  1","  1","495"," 28","523",50,1,66,2,14,6,0.074,0,74,31,3,7,0,419,237
"6","ANTIOQUIA",2010,6066003," 4495","  645"," 2201"," 1544","   89","   16"," 1718","   17","  749","  697","  255"," 9916"," 2161"," 7755"," 3981"," 2880","  151","  493","  457"," 5699"," 2701"," 2998"," 9700"," 6577","  915"," 2208"," 4297"," 2101","   90","  219","  260"," 1627","15526"," 3622"," 6015"," 5889","10124"," 3111"," 1665"," 1792"," 1617"," 1174","  179","  586","65456"," 5881","71337",532,22.284,78.01,4.908,2.983,610,0.41,1.726,5.683,15.594,5.408,821,57,158.484,87.395
"7","ANTIOQUIA",2011,6143809," 4859","  754"," 2354"," 1627","  103","   21"," 2434","   43"," 1155","  931","  305","10950"," 2206"," 8744"," 4427"," 3276","  166","  515","  470"," 7081"," 3532"," 3549","10813"," 7414","  984"," 2415"," 4508"," 2197","   60","  228","  310"," 1713","17165"," 4019"," 6398"," 6748","11014"," 3406"," 1820"," 1898"," 1766"," 1305","  184","  635","73251"," 7225","80476",620,18.666,81.142,5.2,3.618,694,0.444,1.296,13.873,17.745,6.268,1.09,92,171.881,96.863
"8","ANTIOQUIA",2012,6221817," 4874","  562"," 2471"," 1702","  114","   25"," 2985","   19"," 1432"," 1218","  316","11827"," 2475"," 9352"," 4748"," 3499","  198","  568","  483"," 7577"," 4138"," 3439","11366"," 7523"," 1117"," 2726"," 4659"," 2223","   53","  252","  331"," 1800","18664"," 4560"," 6845"," 7259","12105"," 3746"," 1997"," 2127"," 2020"," 1342","  192","  681","78805"," 7562","86367",184,18.412,93.643,5.103,3.761,784,0.454,1.764,16.335,20.15,7.535,1.508,103,171.91,102.543
"9","ANTIOQUIA",2013,6299990," 5206","  690"," 2592"," 1766","  132","   26"," 2853","   11"," 1553","  928","  361","12100"," 2643"," 9457"," 4849"," 3563","  224","  569","  493"," 9388"," 5119"," 4269","12279"," 8035"," 1212"," 3032"," 5347"," 2667","   59","  312","  365"," 1944","19900"," 4939"," 7307"," 7654","13326"," 4263"," 2199"," 2314"," 2261"," 1358","  207","  724","85248"," 7365","92613",705,23.775,103.091,5.986,4.348,958,0.488,1.466,19.4,19.159,7.259,1.422,96,180.477,113.988
"10","ANTIOQUIA",2014,6378132,"  5420","   761","  2520","  1924","   183","    32","  2645","    25","  1232","   927","   461"," 12330","  2763","  9567","  4845","  3541","   222","   580","   502"," 12511","  5938","  6573"," 13405","  8763","  1318","  3324","  5858","  2984","    69","   348","   419","  2038"," 21620","  5381","  7780","  8459"," 14535","  4657","  2435","  2507","  2534","  1405","   223","   774"," 93169","  8490","101659",419,23.122,105.756,5.923,4.675,1.129,0.51,553,17.892,19.995,6.825,1.814,87,183.233,122.452
"11","ARAUCA",2010,247541," 625","   0"," 274"," 312","  36","   3","3235","   0","3227","   0","   8","  64","  47","  17","  47","  30","   0","   9","   8"," 187","  96","  91"," 183","  83","   6","  94"," 101","  27","   1","   3","   2","  68"," 102","  50","  39","  13"," 427"," 233","   4"," 113","  48","  24","   0","   5","4971","  61","5032",0,0,0,0,0,0,0.127,45,0,65,0,0,0,2.068,1
"12","ARAUCA",2011,250569," 694","   0"," 316"," 339","  36","   3","4018","   0","4009","   0","   9","  75","  56","  19","  50","  32","   0","  10","   8"," 207"," 108","  99"," 204","  95","   6"," 103"," 103","  26","   1","   4","   2","  70"," 112","  56","  41","  15"," 467"," 256","   5"," 122","  50","  28","   0","   6","5930","  77","6007",0,0,0,0,0,0,0.149,130,142,71,0,0,0,1.474,2.179
"13","ARAUCA",2012,253565," 825","   0"," 390"," 389","  43","   3","3726","   0","3720","   0","   6","  79","  59","  20","  52","  33","   0","  10","   9"," 153","  49"," 104"," 217","  96","   6"," 115"," 102","  26","   1","   4","   2","  69"," 116","  57","  44","  15"," 517"," 280","   6"," 139","  57","  29","   0","   6","5787","  79","5866",0,0,0,0,0,0,0.163,16,173,159,0,0,0,1.75,2.259
"14","ARAUCA",2013,256527," 813","   0"," 363"," 401","  46","   3","3336","   0","3328","   0","   8","  84","  64","  20","  53","  34","   0","  10","   9"," 177","  54"," 123"," 237"," 102","   7"," 128"," 108","  27","   1","   4","   2","  74"," 122","  59","  47","  16"," 576"," 314","   6"," 155","  65","  30","   0","   6","5506","  88","5594",0,0,0,0,0,0,0.136,15,219,170,1,0,0,1.163,2.316
"15","ARAUCA",2014,259447," 837","   0"," 319"," 468","  47","   3","2464","   0","2455","   0","   9","  89","  69","  20","  55","  37","   0","   9","   9"," 244"," 132"," 112"," 254"," 108","   7"," 139"," 118","  31","   0","   5","   2","  80"," 133","  65","  51","  17"," 624"," 341","   6"," 165","  74","  32","   0","   6","4818"," 100","4918",0,2,19,10,0,0,0.116,3,279,281,40,0,0,959,2.042
"16","ATLANTICO",2010,2314460,"  465","    0","   68","  391","    5","    1","   55","    0","    0","    0","   55"," 3091"," 1121"," 1970"," 1444","  930","  124","  202","  188"," 1328","  819","  509"," 2822"," 1611","  388","  823"," 1743"," 1053","    5","  133","   96","  456"," 4336"," 1001"," 1682"," 1653"," 3440"," 1003","  467","  632","  664","  336","   25","  313","18724"," 2053","20777",0,448,10.745,1.348,666,33,0.379,483,746,7.358,2.041,222,0,28.214,55.55
"17","ATLANTICO",2011,2344077,"  472","    0","   75","  390","    5","    2","   60","    0","    0","    0","   60"," 3273"," 1185"," 2088"," 1440","  889","  127","  221","  203"," 1519","  888","  631"," 3153"," 1837","  415","  901"," 1773"," 1024","    2","  142","  117","  488"," 4664"," 1076"," 1782"," 1806"," 3819"," 1131","  513","  699","  736","  378","   25","  337","20173"," 2387","22560",0,517,12.821,1.373,801,47,0.402,422,2.808,7.722,2.324,336,2,34.91,55.146
"18","ATLANTICO",2012,2373550,"  492","    0","   79","  406","    5","    2","   81","    0","    0","    1","   80"," 3672"," 1365"," 2307"," 1537","  971","  134","  226","  206"," 2175"," 1377","  798"," 3382"," 1886","  480"," 1016"," 1888"," 1059","    2","  155","  140","  532"," 5108"," 1226"," 1905"," 1977"," 4173"," 1206","  563","  783","  848","  384","   27","  362","22508"," 2550","25058",725,511,17.299,1.284,598,22,0.42,1.654,2.615,8.104,2.853,611,7,36.612,56.774
"19","ATLANTICO",2013,2402910,"  487","    0","   79","  401","    5","    2","   90","    0","    0","    0","   90"," 3957"," 1508"," 2449"," 1780"," 1208","  147","  228","  197"," 2525"," 1581","  944"," 3641"," 2000","  518"," 1123"," 2077"," 1162","    2","  176","  166","  571"," 5422"," 1279"," 2031"," 2112"," 4602"," 1384","  609","  854","  940","  402","   28","  385","24581"," 2593","27174",216,533,17.973,1.404,774,52,0.495,823,2.605,8.644,2.536,505,11,47.247,63.643
"20","ATLANTICO",2014,2432003,"  538","    0","   97","  433","    6","    2","  116","    0","    0","    0","  116"," 4085"," 1602"," 2483"," 1985"," 1374","  158","  240","  213"," 3235"," 1918"," 1317"," 3932"," 2128","  565"," 1239"," 2262"," 1274","    2","  199","  172","  615"," 5881"," 1370"," 2169"," 2342"," 4962"," 1508","  653","  889"," 1052","  419","   29","  412","26996"," 2890","29886",1.565,1.875,25.391,557,854,80,0.568,576,3.099,7.888,2.256,554,4,54.493,71.648
"21","BOLIVAR",2010,1980012," 1102","    0","  562","  376","   19","  145","  750","    0","  474","  212","   64"," 5090","  199"," 4891","  722","  525","   57","   73","   67"," 1768","  814","  954"," 1981","  960","  147","  874"," 1450","  792","   20","  134","  171","  333"," 2500","  434","  741"," 1325"," 2952"," 1037","  161","  751","  557","  163","   47","  236","18315"," 3275","21590",213,2.76,5.76,194,0,0,0.28,344,935,3.325,636,22,2,26.756,27.353
"22","BOLIVAR",2011,2002531," 1134","    0","  587","  379","   21","  147"," 1165","    0","  826","  267","   72"," 6863","  220"," 6643","  751","  539","   59","   80","   73"," 1966","  843"," 1123"," 2174"," 1064","  156","  954"," 1514","  791","   13","  148","  198","  364"," 2711","  477","  786"," 1448"," 3189"," 1114","  182","  797","  609","  181","   48","  258","21467"," 4252","25719",193,3.738,10.257,64,5,0,0.325,389,2.572,3.378,1.003,20,1,32.623,31.526
"23","BOLIVAR",2012,2025573," 1241","    0","  621","  444","   24","  152"," 1132","    0","  863","  183","   86"," 6896","  232"," 6664","  803","  577","   67","   84","   75"," 2627"," 1319"," 1308"," 2349"," 1093","  181"," 1075"," 1583","  797","   12","  172","  213","  389"," 2851","  543","  831"," 1477"," 3593"," 1260","  204","  897","  726","  179","   50","  277","23075"," 4267","27342",658,5.855,10.894,102,25,0,0.329,270,3.513,4.586,1.339,55,3,32.361,33.255
"24","BOLIVAR",2013,2049109," 1295","    3","  604","  506","   29","  153"," 1075","    0","  889","   78","  108"," 8048","  250"," 7798","  856","  627","   72","   83","   74"," 3337"," 1705"," 1632"," 2594"," 1217","  196"," 1181"," 1737","  862","   11","  201","  235","  428"," 3128","  595","  874"," 1659"," 3986"," 1426","  227","  988","  803","  192","   55","  295","26056"," 4661","30717",1.265,7.843,18.356,1.193,262,55,0.357,556,3.585,4.952,1.364,114,1,35.807,36.927
"25","BOLIVAR",2014,2073004," 1419","    4","  607","  584","   30","  194","  704","    0","  504","   79","  121"," 7139","  233"," 6906","  872","  636","   81","   81","   74"," 4072"," 2419"," 1653"," 2793"," 1290","  212"," 1291"," 1901","  949","   14","  217","  259","  462"," 3370","  639","  921"," 1810"," 4356"," 1577","  248"," 1058","  898","  199","   60","  316","26626"," 3874","30500",1.222,7.709,19.483,1.142,237,73,0.356,282,3.346,4.228,1.168,69,5,35.904,37.1
"26","BOYACA",2010,1267652," 2364","   36"," 1441","  845","   26","   16"," 1827","  307"," 1339","    5","  176"," 1916","  497"," 1419","  735","  632","   31","   37","   35"," 1053","  641","  412"," 1702"," 1074","  155","  473"," 1039","  647","    2","    0","   48","  342"," 1305","  274","  451","  580"," 2339","  845","  204","  586","  334","  256","   54","   60","14280","  977","15257",0,1.794,19.497,1.269,385,44,0.396,834,264,3.367,2.46,41,5,37.952,7.56
"27","BOYACA",2011,1269405," 2567","   42"," 1608","  872","   29","   16"," 2810","  358"," 2253","    5","  194"," 2378","  510"," 1868","  873","  760","   33","   42","   38"," 1217","  731","  486"," 1838"," 1164","  162","  512"," 1180","  760","    2","    0","   58","  360"," 1475","  302","  485","  688"," 2508","  901","  191","  618","  359","  320","   55","   64","16846"," 1249","18095",0,1.655,23.062,1.345,669,28,0.423,106,1.88,3.885,4.048,119,1,39.129,11.914
"28","BOYACA",2012,1271133," 2602","   29"," 1540","  985","   31","   17"," 2920","  322"," 2408","    7","  183"," 2526","  500"," 2026","  886","  761","   38","   47","   40"," 1445","  931","  514"," 1933"," 1181","  180","  572"," 1164","  750","    0","    0","   60","  354"," 1580","  332","  517","  731"," 2755"," 1002","  228","  676","  404","  319","   58","   68","17811"," 1276","19087",21,1.589,26.052,1.65,721,84,0.462,780,2.158,4.127,3.649,137,4,41.379,14.727
"29","BOYACA",2013,1272855," 2900","   38"," 1860","  952","   34","   16"," 2831","  296"," 2337","    6","  192"," 2584","  518"," 2066","  912","  777","   43","   50","   42"," 1536","  907","  629"," 2074"," 1252","  194","  628"," 1577"," 1125","    2","    0","   65","  385"," 1677","  357","  547","  773"," 2921"," 1103","  254","  697","  441","  292","   62","   72","19012"," 1203","20215",579,1.703,23.799,1.122,873,96,0.487,365,2.288,4.19,3.725,169,2,43.304,17.701
"30","BOYACA",2014,1274615," 3213","   44"," 2136","  975","   37","   21"," 2685","  168"," 2285","    5","  227"," 2713","  514"," 2199","  999","  880","   40","   44","   35"," 1814"," 1064","  750"," 2253"," 1361","  210","  682"," 1736"," 1263","    1","    0","   68","  404"," 1791","  382","  580","  829"," 3175"," 1232","  275","  739","  481","  304","   66","   78","20379"," 1365","21744",1.107,1.743,27.988,1.582,1.205,99,0.508,446,2.553,4.476,6.296,191,3,45.127,15.236
"31","CALDAS",2010,978342,"1055"," 423"," 352"," 221","  49","  10","  70","   0","   0","  45","  25","1190"," 394"," 796"," 538"," 405","  30","  54","  49"," 765"," 465"," 300"," 838"," 364"," 124"," 350"," 543"," 253","   0","   3","  74"," 213","1418"," 314"," 410"," 694","1517"," 545"," 101"," 326"," 258"," 222","  33","  32","7934"," 658","8592",1,1.903,18.071,515,666,76,0.351,65,509,3.056,2.303,403,9,25.614,10.075
"32","CALDAS",2011,980267,"1148"," 486"," 367"," 233","  51","  11","  91","   0","   0","  63","  28","1130"," 421"," 709"," 567"," 433","  30","  54","  50"," 844"," 486"," 358"," 908"," 398"," 131"," 379"," 567"," 260","   0","   4","  84"," 219","1476"," 328"," 438"," 710","1620"," 582"," 103"," 345"," 276"," 247","  33","  34","8351"," 719","9070",50,2.378,17.971,343,806,101,0.372,176,2.049,2.549,1.662,317,16,25.845,11.681
"33","CALDAS",2012,982207,"1002"," 346"," 372"," 216","  57","  11"," 107","   0","   0","  79","  28","1195"," 461"," 734"," 552"," 414","  35","  51","  52"," 914"," 417"," 497"," 976"," 405"," 147"," 424"," 571"," 254","   0","   3","  88"," 226","1564"," 355"," 465"," 744","1768"," 629"," 116"," 385"," 312"," 255","  35","  36","8649"," 737","9386",45,2.246,18.711,392,778,124,0.402,840,2.02,3.687,1.874,637,22,27.114,12.109
"34","CALDAS",2013,984115," 1060","  386","  379","  226","   57","   12","   98","    0","    0","   66","   32"," 1271","  512","  759","  575","  444","   31","   50","   50"," 1096","  571","  525"," 1055","  431","  159","  465","  616","  273","    0","    3","   98","  242"," 1674","  376","  490","  808"," 1973","  744","  126","  416","  347","  264","   38","   38"," 9418","  663","10081",750,2.423,18.399,435,799,154,0.445,785,2.192,3.537,1.235,925,24,28.303,14.085
"35","CALDAS",2014,986042," 1210","  433","  459","  244","   58","   16","  106","    0","    0","   69","   37"," 1324","  520","  804","  621","  478","   31","   57","   55"," 1276","  744","  532"," 1133","  451","  174","  508","  660","  301","    0","    3","  106","  250"," 1762","  418","  516","  828"," 2095","  782","  135","  438","  384","  274","   41","   41","10187","  812","10999",1.489,2.061,19.848,496,953,183,0.485,542,2.825,3.214,1.14,637,28,29.975,15.067
"36","CAQUETA",2010,447767," 326","  12","  85"," 200","  19","  10","   8","   0","   0","   0","   8","  84","  53","  31","  45","  28","   2","   8","   7"," 223","  72"," 151"," 274"," 105","  15"," 154"," 173","  44","   3","   6","   2"," 118"," 195","  58","  75","  62"," 880"," 511","  13"," 194"," 108","  35","  10","   9","2208","  91","2299",0,0,1.18,0,0,0,0.191,23,20,929,166,9,0,8.443,371
"37","CAQUETA",2011,453588," 371","  17"," 100"," 224","  20","  10","   9","   0","   0","   0","   9","  93","  60","  33","  49","  31","   2","   9","   7"," 234","  54"," 180"," 299"," 117","  15"," 167"," 180","  42","   2","   8","   2"," 126"," 209","  61","  81","  67"," 942"," 546","  12"," 210"," 115","  38","  11","  10","2386"," 110","2496",0,0,1.295,0,0,0,0.206,106,154,795,77,12,0,9.328,426
"38","CAQUETA",2012,459515," 406","  13"," 102"," 257","  24","  10","  15","   0","   0","   0","  15"," 100","  66","  34","  51","  33","   4","   8","   6"," 429"," 170"," 259"," 325"," 120","  16"," 189"," 178","  41","   2","   8","   2"," 125"," 228","  68","  87","  73","1062"," 613","  15"," 239"," 133","  40","  11","  11","2794"," 118","2912",0,0,1.72,0,0,0,0.201,76,224,836,153,39,0,9.373,306
"39","CAQUETA",2013,465487," 399","  13","  91"," 258","  27","  10","  17","   0","   0","   0","  17"," 101","  69","  32","  54","  36","   4","   8","   6"," 518"," 128"," 390"," 361"," 133","  17"," 211"," 195","  42","   5","  10","   2"," 136"," 246","  76","  90","  80","1184"," 695","  15"," 257"," 149","  45","  11","  12","3075"," 128","3203",0,0,1.194,0,0,0,0.209,69,271,924,199,33,0,9.835,337
"40","CAQUETA",2014,471541," 444","  15","  93"," 296","  27","  13","  18","   0","   0","   0","  18"," 104","  73","  31","  58","  38","   4","   9","   7"," 543","  81"," 462"," 389"," 142","  19"," 228"," 207","  46","   3","  11","   2"," 145"," 269","  81","  96","  92","1334"," 809","  17"," 273"," 164","  47","  11","  13","3366"," 144","3510",0,0,1.545,0,0,0,0.223,33,203,829,110,18,0,10.562,347
"41","CASANARE",2010,325621," 850","   5"," 300"," 536","   5","   4","6008","   0","5979","   0","  29"," 214"," 153","  61"," 105","  76","   9","  11","   9"," 578"," 277"," 301"," 406"," 280","  16"," 110"," 327"," 176","   2","  44","  18","  87"," 261"," 107","  64","  90"," 579"," 267","  11"," 160","  81","  28","   3","  29","9328"," 159","9487",0,167,327,0,0,0,0.238,0,29,343,2,0,0,5.234,2.895
"42","CASANARE",2011,331734,"  985","    7","  395","  574","    5","    4"," 9832","    0"," 9805","    0","   27","  262","  186","   76","  128","   98","   10","   10","   10","  526","  175","  351","  439","  301","   17","  121","  334","  165","    2","   49","   25","   93","  279","  110","   69","  100","  631","  288","   14","  172","   92","   31","    4","   30","13416","  199","13615",0,111,227,0,0,0,0.266,10,381,248,2,0,0,5.321,3.955
"43","CASANARE",2012,337886," 1160","    4","  498","  649","    5","    4","10778","    0","10749","    0","   29","  258","  187","   71","  155","  122","   12","   10","   11","  612","  180","  432","  473","  317","   19","  137","  336","  158","    1","   53","   30","   94","  314","  132","   73","  109","  712","  328","   16","  193","  108","   31","    4","   32","14798","  207","15005",0,82,873,0,0,0,0.285,3,329,333,24,0,0,5.352,4.677
"44","CASANARE",2013,344040," 1174","    4","  491","  670","    5","    4","11120","    0","11096","    0","   24","  252","  181","   71","  174","  143","    9","   11","   11","  470","   77","  393","  525","  349","   22","  154","  365","  169","    1","   62","   31","  102","  340","  144","   78","  118","  818","  392","   17","  218","  120","   33","    4","   34","15238","  210","15448",0,47,1.092,7,17,0,0.247,0,461,394,60,0,0,3.814,5.026
"45","CASANARE",2014,350239," 1063","    3","  528","  522","    5","    5","10362","    0","10320","    0","   42","  263","  199","   64","  187","  156","    9","   11","   11","  819","  418","  401","  570","  380","   23","  167","  421","  211","    1","   69","   30","  110","  363","  155","   82","  126","  889","  422","   19","  234","  138","   36","    4","   36","14937","  232","15169",0,42,1.186,17,26,0,0.261,30,489,588,62,0,0,3.583,5.891
"46","CAUCA",2010,1319120," 850"," 316"," 248"," 187","  89","  10"," 102","   1","  39","  38","  24","1388"," 499"," 889"," 283"," 233","   3","  25","  22"," 624"," 488"," 136"," 702"," 194","  61"," 447"," 373"," 123","   4","   2","  25"," 219","1212"," 183"," 215"," 814","1933"," 686"," 113"," 596"," 358"," 123","  22","  35","7467"," 701","8168",0,0,3.316,0,0,0,0.266,1,223,2.02,407,15,1,27.505,7.326
"47","CAUCA",2011,1330756," 969"," 380"," 273"," 209","  97","  10"," 136","   2","  55","  53","  26","1444"," 556"," 888"," 308"," 255","   4","  26","  23"," 646"," 478"," 168"," 770"," 221","  61"," 488"," 379"," 120","   2","   3","  28"," 226","1317"," 198"," 230"," 889","2117"," 754"," 118"," 647"," 390"," 147","  24","  37","8086"," 793","8879",0,42,4.414,0,0,0,0.267,26,1.667,2.227,410,39,0,26.782,9.049
"48","CAUCA",2012,1342650," 916"," 277"," 294"," 229"," 106","  10"," 236","   1","  57"," 139","  39","1608"," 513","1095"," 307"," 245","  11","  28","  23","1006"," 810"," 196"," 846"," 230","  69"," 547"," 395"," 120","   2","   3","  29"," 241","1458"," 226"," 243"," 989","2355"," 826"," 126"," 731"," 452"," 154","  27","  39","9127"," 831","9958",0,64,5.85,0,0,0,0.24,42,2.513,2.348,389,26,4,22.852,9.29
